regime,scenario_id,starting_bcr,terminal_state,peak_date,peak_price_usd,trough_date,trough_price_usd,max_drawdown_from_peak,days_to_trough,min_bcr,min_bcr_date,days_to_bcr_min,primary_failure_date,days_to_primary_failure,terminal_liquidity_date,days_to_terminal_liquidity,primary_to_terminal_gap_days,recovery_date,days_to_recovery,terminal_date,terminal_bcr,terminal_btc_reserve_index,terminal_btc_held_index,cumulative_btc_sold_fraction,cumulative_btc_sold_usd,cumulative_payments_usd,cumulative_payments_over_annual,annual_obligation_usd,monthly_obligation_usd,btc_at_peak,required_starting_bcr_lo,required_starting_bcr_hi,required_starting_bcr_terminal_lo,required_starting_bcr_terminal_hi,scenarios_total,days_below_bcr_1,days_below_bcr_2,days_below_bcr_5,time_weighted_avg_bcr
early_2011,early_2011_bcr2.2,2.2,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.978495689520143,2011-07-04,26,2011-07-04,26,2011-11-01,146,120,,,2015-06-08,0.978495689520143,0.4447707679637013,0.9320607326251337,0.06793926737486633,37878787.87878786,37878787.87878786,0.0833333333333333,454545454.5454545,37878787.878787875,34447242.32601559,15.6,15.7,7.6,7.7,245,1436,1460,1462,0.9855443434914699
early_2011,early_2011_bcr2.3,2.3,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9604317675894278,2011-07-05,27,2011-07-05,27,2011-11-01,146,119,,,2015-06-08,0.9604317675894278,0.41757902938670777,0.9350146138153452,0.06498538618465477,36231884.05797101,36231884.05797101,0.08333333333333331,434782608.6956522,36231884.057971016,34447242.32601559,15.6,15.7,7.6,7.7,245,1435,1460,1462,0.9689680265187828
early_2011,early_2011_bcr2.4,2.4,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9533964155431639,2011-07-31,53,2011-07-31,53,2011-11-01,146,93,,,2015-06-08,0.9533964155431639,0.3972485064763183,0.8623473157024185,0.13765268429758148,69444444.44444448,69444444.44444448,0.16666666666666674,416666666.6666667,34722222.222222224,34447242.32601559,15.6,15.7,7.6,7.7,245,1409,1460,1462,0.9654205699659697
early_2011,early_2011_bcr2.5,2.5,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9994623682333215,2011-07-31,53,2011-07-31,53,2011-11-01,146,93,,,2015-06-08,0.9994623682333215,0.3997849472933286,0.8678534230743219,0.1321465769256781,66666666.66666666,66666666.66666666,0.16666666666666663,400000000,33333333.333333332,34447242.32601559,15.6,15.7,7.6,7.7,245,1409,1459,1462,1.011821866795771
early_2011,early_2011_bcr2.6,2.6,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9549381224284602,2011-08-02,55,2011-08-02,55,2011-11-03,148,93,,,2015-06-08,0.9549381224284602,0.36728389324171545,0.8729359837253095,0.12706401627469055,64102564.10256411,64102564.10256411,0.1666666666666667,384615384.6153846,32051282.05128205,34447242.32601559,15.6,15.7,7.6,7.7,245,1407,1459,1462,0.9710220211547157
early_2011,early_2011_bcr2.7,2.7,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9970126731503022,2011-08-02,55,2011-08-02,55,2011-11-14,159,104,,,2015-06-08,0.9970126731503022,0.3692639530186304,0.8776420584021498,0.12235794159785018,61728395.0617284,61728395.0617284,0.1666666666666667,370370370.3703703,30864197.530864194,34447242.32601559,15.6,15.7,7.6,7.7,245,1407,1459,1462,1.0135812377431566
early_2011,early_2011_bcr2.8,2.8,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.7900132301555793,2011-08-03,56,2011-08-03,56,2011-11-14,159,103,,,2015-06-08,0.7900132301555793,0.28214758219842123,0.8820119848877873,0.11798801511221269,59523809.52380955,59523809.52380955,0.1666666666666667,357142857.1428572,29761904.761904765,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1459,1462,0.8166069145467527
early_2011,early_2011_bcr2.9,2.9,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.8220023172692106,2011-08-03,56,2011-08-03,56,2011-11-14,159,103,,,2015-06-08,0.8220023172692106,0.28344907492041743,0.886080537133036,0.11391946286696397,57471264.36781609,57471264.36781609,0.16666666666666666,344827586.20689654,28735632.183908045,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1459,1462,0.8494669780346047
early_2011,early_2011_bcr3.0,3,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.8539914043828418,2011-08-03,56,2011-08-03,56,2011-12-01,176,120,,,2015-06-08,0.8539914043828418,0.2846638014609473,0.8898778525619349,0.11012214743806514,55555555.555555545,55555555.555555545,0.16666666666666666,333333333.3333333,27777777.777777776,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1457,1462,0.8823270415224472
early_2011,early_2011_bcr3.1,3.1,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.885980491496473,2011-08-03,56,2011-08-03,56,2011-12-01,176,120,,,2015-06-08,0.885980491496473,0.28580015854724933,0.8934301798986467,0.1065698201013533,53763440.860215016,53763440.860215016,0.16666666666666657,322580645.1612903,26881720.430107523,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1455,1462,0.9151871050102417
early_2011,early_2011_bcr3.2,3.2,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.917969578610104,2011-08-03,56,2011-08-03,56,2011-12-01,176,120,,,2015-06-08,0.917969578610104,0.28686549331565747,0.896760486776814,0.10323951322318603,52083333.3333333,52083333.3333333,0.16666666666666655,312500000,26041666.666666668,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1455,1462,0.948047168498091
early_2011,early_2011_bcr3.3,3.3,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9499586657237351,2011-08-03,56,2011-08-03,56,2011-12-01,176,120,,,2015-06-08,0.9499586657237351,0.2878662623405258,0.8998889568744862,0.10011104312551378,50505050.505050495,50505050.505050495,0.16666666666666663,303030303.03030306,25252525.252525255,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1454,1462,0.9809072319858796
early_2011,early_2011_bcr3.4,3.4,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9819477528373661,2011-08-03,56,2011-08-03,56,2011-12-01,176,120,,,2015-06-08,0.9819477528373661,0.2888081625992253,0.9028333993193544,0.09716660068064564,49019607.84313725,49019607.84313725,0.16666666666666666,294117647.0588235,24509803.92156863,34447242.32601559,15.6,15.7,7.6,7.7,245,1406,1447,1462,1.013767295473735
early_2011,early_2011_bcr3.5,3.5,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.7603871188821002,2011-08-06,59,2011-08-06,59,2011-12-03,178,119,,,2015-06-08,0.7603871188821002,0.21725346253774294,0.9056095879102299,0.09439041208977006,47619047.619047575,47619047.619047575,0.1666666666666665,285714285.71428573,23809523.80952381,34447242.32601559,15.6,15.7,7.6,7.7,245,1403,1443,1462,0.8034536387100457
early_2011,early_2011_bcr3.6,3.6,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.7843768673827839,2011-08-06,59,2011-08-06,59,2012-01-01,207,148,,,2015-06-08,0.7843768673827839,0.21788246316188442,0.9082315438016124,0.09176845619838758,46296296.296296306,46296296.296296306,0.16666666666666669,277777777.7777778,23148148.14814815,34447242.32601559,15.6,15.7,7.6,7.7,245,1403,1442,1462,0.8286417200640962
early_2011,early_2011_bcr3.7,3.7,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.8083666158834679,2011-08-06,59,2011-08-06,59,2012-02-01,238,179,,,2015-06-08,0.8083666158834679,0.21847746375228858,0.9107117723475148,0.08928822765248523,45045045.04504506,45045045.04504506,0.16666666666666677,270270270.2702702,22522522.52252252,34447242.32601559,15.6,15.7,7.6,7.7,245,1403,1442,1462,0.8538298014181109
early_2011,early_2011_bcr3.8,3.8,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.8323563643841515,2011-08-06,59,2011-08-06,59,2012-02-01,238,179,,,2015-06-08,0.8323563643841515,0.21904114852214515,0.913061462548896,0.08693853745110403,43859649.122807026,43859649.122807026,0.16666666666666669,263157894.73684213,21929824.56140351,34447242.32601559,15.6,15.7,7.6,7.7,245,1403,1440,1462,0.879017882772212
early_2011,early_2011_bcr3.9,3.9,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.8563461128848354,2011-08-06,59,2011-08-06,59,2012-02-01,238,179,,,2015-06-08,0.8563461128848354,0.219575926380727,0.915290655816873,0.08470934418312703,42735042.73504272,42735042.73504272,0.1666666666666666,256410256.41025642,21367521.367521368,34447242.32601559,15.6,15.7,7.6,7.7,245,1403,1440,1462,0.9042059641262598
early_2011,early_2011_bcr4.0,4,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.8803358613855191,2011-08-06,59,2011-08-06,59,2012-02-01,238,179,,,2015-06-08,0.8803358613855191,0.22008396534637978,0.9174083894214512,0.0825916105785488,41666666.66666667,41666666.66666667,0.16666666666666669,250000000,20833333.333333332,34447242.32601559,15.6,15.7,7.6,7.7,245,1403,1436,1462,0.9293940454803093
early_2011,early_2011_bcr5.0,5,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.7514728879429476,2011-09-09,93,2011-09-09,93,2012-04-01,298,205,,,2015-06-08,0.7514728879429476,0.15029457758858952,0.8749170927125601,0.12508290728743987,50000000.000000015,50000000.000000015,0.25000000000000006,200000000,16666666.666666666,34447242.32601559,15.6,15.7,7.6,7.7,245,1369,1407,1461,0.8443111224041646
early_2011,early_2011_bcr6.0,6,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9232543959743221,2011-09-09,93,2011-09-09,93,2012-06-01,359,266,,,2015-06-08,0.9232543959743221,0.15387573266238702,0.8957642439271334,0.10423575607286661,41666666.66666669,41666666.66666669,0.2500000000000001,166666666.66666666,13888888.888888888,34447242.32601559,15.6,15.7,7.6,7.7,245,1369,1394,1460,1.0342989805287834
early_2011,early_2011_bcr6.1,6.1,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9404325467774595,2011-09-09,93,2011-09-09,93,2012-07-01,389,296,,,2015-06-08,0.9404325467774595,0.15416926996351796,0.8974730268135739,0.10252697318642612,40983606.55737703,40983606.55737703,0.24999999999999986,163934426.22950822,13661202.185792351,34447242.32601559,15.6,15.7,7.6,7.7,245,1369,1394,1459,1.053297766341253
early_2011,early_2011_bcr6.2,6.2,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.957610697580597,2011-09-09,93,2011-09-09,93,2012-07-01,389,296,,,2015-06-08,0.957610697580597,0.15445333831945113,0.8991266876714193,0.10087331232858066,40322580.64516133,40322580.64516133,0.2500000000000003,161290322.58064514,13440860.215053761,34447242.32601559,15.6,15.7,7.6,7.7,245,1369,1392,1459,1.0722965521536811
early_2011,early_2011_bcr6.3,6.3,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9747888483837345,2011-09-09,93,2011-09-09,93,2012-08-01,420,327,,,2015-06-08,0.9747888483837345,0.15472838863233881,0.9007278513591749,0.09927214864082512,39682539.682539634,39682539.682539634,0.24999999999999967,158730158.73015875,13227513.22751323,34447242.32601559,15.6,15.7,7.6,7.7,245,1369,1390,1459,1.0912953379661516
early_2011,early_2011_bcr6.4,6.4,failed_terminal,2011-06-08,29.0299,2011-11-18,2.1051,0.9274851101795045,163,0.9919669991868719,2011-09-09,93,2011-09-09,93,2012-08-01,420,327,,,2015-06-08,0.9919669991868719,0.15499484362294874,0.9022789786816877,0.09772102131831228,39062499.99999998,39062499.99999998,0.24999999999999986,156250000,13020833.333333334,34447242.32601559,15.6,15.7,7.6,7.7,245,1369,1390,1459,1.1102941237786221
