time,open,high,low,close
6/7/2019,7801.97,8134.99,7758.93,8001.25
6/8/2019,8002.68,8061.12,7777.67,7932.27
6/9/2019,7933.17,7966.58,7511.41,7632.99
6/10/2019,7629.98,8090,7523.16,8021.1
6/11/2019,8017.99,8057.32,7713.34,7919.1
6/12/2019,7915.7,8266,7821.73,8176.27
6/13/2019,8171.12,8335.56,8049.22,8238
6/14/2019,8235.44,8737.37,8174.92,8697.54
6/15/2019,8694.74,8911.98,8623.52,8857.19
6/16/2019,8857.19,9391.85,8805,8974.19
6/17/2019,8973.02,9477.7,8973.02,9333.48
6/18/2019,9333.48,9361.87,8918,9078.84
6/19/2019,9076.51,9325.85,9036.19,9278.27
6/20/2019,9280.17,9600,9211.08,9534.99
6/21/2019,9534.99,10229.49,9534.97,10222.12
6/22/2019,10222.13,11200,10085.5,10661.3
6/23/2019,10665.66,11247.62,10483.33,10831.95
6/24/2019,10827.23,11099,10551.51,11029.63
6/25/2019,11030,11796.37,11000.02,11751.01
6/26/2019,11760,13880,11647.07,12920.54
6/27/2019,12927.44,13355.61,10300,11153.74
6/28/2019,11153.73,12447.46,10739.1,12354.43
6/29/2019,12354.45,12386.76,11317.03,11858.62
6/30/2019,11867.35,12200.06,10651.3,10760.1
7/1/2019,10759.24,11200.41,9950,10577.43
7/2/2019,10581.78,10942.63,9614.08,10828.9
7/3/2019,10830.1,12009,10830.1,11967.43
7/4/2019,11970,12061.04,11052.74,11146.34
7/5/2019,11144.82,11440,10769.15,10997.84
7/6/2019,10996.82,11735,10982.89,11240
7/7/2019,11233.21,11627,11083.76,11469.96
7/8/2019,11478.43,12398,11332.19,12286.14
7/9/2019,12299.94,12883.48,12030.43,12567.23
7/10/2019,12574.88,13200,11550,12098.95
7/11/2019,12101.44,12104.97,10966.81,11349.24
7/12/2019,11352.74,11942.39,11083.52,11808.91
7/13/2019,11811.08,11846.61,10810,11378.79
7/14/2019,11382.03,11467.3,10090,10191.87
7/15/2019,10191.87,11080.37,9855,10850
7/16/2019,10848.27,11042.11,9366,9412.81
7/17/2019,9427.45,9993,9049.54,9699.35
7/18/2019,9712.15,10797,9280.33,10648.6
7/19/2019,10638.44,10776.99,10102.58,10535.43
7/20/2019,10533.71,11120,10359.17,10750.11
7/21/2019,10757.15,10839.09,10325,10600.24
7/22/2019,10605.03,10686.89,10052.25,10328.83
7/23/2019,10315.87,10327.33,9801.88,9847.02
7/24/2019,9841.42,9911.5,9514.96,9763.67
7/25/2019,9781.52,10187,9734.19,9883.96
7/26/2019,9886.08,9897.46,9650,9846.94
7/27/2019,9846.94,10235,9299,9481.37
7/28/2019,9467.84,9634.5,9111,9533.19
7/29/2019,9538.73,9725.17,9360,9495.39
7/30/2019,9508.21,9775,9373.48,9593.62
7/31/2019,9592.26,10143.2,9574.09,10085.34
8/1/2019,10096.01,10499,9878.09,10407.71
8/2/2019,10416.79,10670,10318.47,10529.51
8/3/2019,10529.51,10919,10502.8,10821.52
8/4/2019,10812.58,11085.99,10564.96,10986.96
8/5/2019,10986.55,11959.36,10986.55,11800
8/6/2019,11800,12325,11200,11470
8/7/2019,11471.58,12145.42,11388.01,11971.57
8/8/2019,11973.46,12061.1,11450.93,11983.43
8/9/2019,11985.6,12040,11650,11859.32
8/10/2019,11859.32,11976.68,11200,11273.2
8/11/2019,11273.03,11589.73,11080.37,11528.73
8/12/2019,11527.44,11551.57,11194.04,11385.11
8/13/2019,11380.61,11446.94,10738.58,10862.28
8/14/2019,10862.25,10862.25,9888.57,10022.99
8/15/2019,10022.5,10444.66,9467.57,10301.44
8/16/2019,10294.9,10540,9736.96,10354.34
8/17/2019,10351.18,10472.93,9974.51,10210.89
8/18/2019,10221.94,10515,10065.41,10318.99
8/19/2019,10318.99,10940,10267.56,10927.3
8/20/2019,10927.3,10955.48,10549.74,10772.22
8/21/2019,10778.75,10807.54,9853.45,10134.75
8/22/2019,10123.56,10238.29,9755.53,10112.01
8/23/2019,10112.45,10479,10051,10401.6
8/24/2019,10401.87,10432,9885.48,10149.7
8/25/2019,10149.38,10355.89,9907.86,10136.75
8/26/2019,10136.75,10650,10136.75,10360.97
8/27/2019,10355.11,10375.53,10019.1,10167.29
8/28/2019,10171.39,10280.71,9555,9711.78
8/29/2019,9720.2,9720.2,9320,9490
8/30/2019,9490.56,9700,9350.1,9579.75
8/31/2019,9569.3,9682.73,9443.19,9594.15
9/1/2019,9593.5,9832,9538.75,9767.53
9/2/2019,9767.56,10471,9753.24,10384.48
9/3/2019,10384.07,10783,10286,10617.61
9/4/2019,10617.72,10834.15,10378.7,10586.26
9/5/2019,10586.26,10664.13,10461.97,10573.66
9/6/2019,10573.04,10949,10204.18,10311.09
9/7/2019,10309.04,10580,10297.58,10484.39
9/8/2019,10497.57,10594.88,10229.49,10400.18
9/9/2019,10387.33,10542.93,10060,10307.45
9/10/2019,10317.62,10390.09,9910,10096
9/11/2019,10093.39,10243.01,9855.11,10154.46
9/12/2019,10163.81,10465,10027.52,10420.34
9/13/2019,10423.99,10458.13,10153.87,10368.65
9/14/2019,10365.81,10441.47,10217.01,10355.37
9/15/2019,10362.52,10383.2,10258.49,10305.74
9/16/2019,10320.36,10378.07,10060.95,10269.98
9/17/2019,10257.2,10280.53,10130.59,10195.73
9/18/2019,10182.96,10263.65,10080,10152.09
9/19/2019,10161.59,10380.07,9600,10271.53
9/20/2019,10284.72,10308.04,10055,10169.02
9/21/2019,10169.02,10180.43,9913.35,9985.28
9/22/2019,9973,10093.24,9842.35,10020.58
9/23/2019,10022.38,10048.06,9606,9682.19
9/24/2019,9685.69,9782,7998,8536.82
9/25/2019,8536.71,8746.83,8216,8432.16
9/26/2019,8443.44,8467.89,7733.99,8055.03
9/27/2019,8055.25,8294.04,7866,8187.72
9/28/2019,8199.96,8356.4,8009.84,8218.07
9/29/2019,8218.07,8244.07,7902.66,8047.6
9/30/2019,8060.13,8368.5,7714.7,8298.45
10/1/2019,8304.47,8531.25,8195.42,8319.01
10/2/2019,8326.41,8393.39,8170.91,8373.42
10/3/2019,8377.68,8419.23,8029.14,8239.92
10/4/2019,8243.39,8244.93,7986.65,8152.07
10/5/2019,8157.89,8195,8016.26,8145.17
10/6/2019,8150.73,8176.46,7772.71,7854.12
10/7/2019,7863.75,8313.7,7763.54,8205.53
10/8/2019,8211.04,8344.12,8109.74,8178.54
10/9/2019,8185.85,8707.8,8110,8586.34
10/10/2019,8586.57,8666.84,8450.61,8582.11
10/11/2019,8589.08,8820,8222.88,8265.55
10/12/2019,8265.16,8427.76,8254.68,8303.43
10/13/2019,8303.43,8474.48,8132.91,8282.96
10/14/2019,8278.39,8416.67,8215.41,8362.99
10/15/2019,8353.33,8420.85,8086,8155.13
10/16/2019,8162.45,8179.1,7912.66,7995.89
10/17/2019,7995.73,8130.71,7936.71,8073.32
10/18/2019,8069.26,8120.77,7811.62,7955.08
10/19/2019,7950.48,8096.76,7875,7960.49
10/20/2019,7965.39,8314.77,7874.68,8235.74
10/21/2019,8236.49,8352,8156,8213.65
10/22/2019,8206.53,8314.77,7989.15,8025.9
10/23/2019,8021.57,8052.04,7293.55,7470.77
10/24/2019,7470.77,7512,7356,7435
10/25/2019,7427,8784.29,7393.14,8662.66
10/26/2019,8677.09,10350,8642.46,9252.75
10/27/2019,9262.72,9819.92,9092.66,9557.08
10/28/2019,9547.32,9950,9177.84,9216.44
10/29/2019,9216.39,9573.35,9051.48,9426.94
10/30/2019,9426.94,9437.06,8985.25,9159.94
10/31/2019,9169.55,9438.61,8961.53,9150.07
11/1/2019,9158.08,9303.53,9054.6,9250.45
11/2/2019,9250.7,9396.91,9201.19,9304.75
11/3/2019,9304.75,9384.32,9067,9207
11/4/2019,9207,9586.5,9122.33,9410.76
11/5/2019,9410.76,9485,9165.2,9320.14
11/6/2019,9319.1,9448.19,9254.68,9344.78
11/7/2019,9346.02,9373.48,9080,9199.36
11/8/2019,9209.3,9253.39,8661,8767.37
11/9/2019,8760.38,8876.94,8720,8812.21
11/10/2019,8806.85,9142.33,8750.85,9024.49
11/11/2019,9029.88,9075.32,8593,8720.36
11/12/2019,8720.36,8872.47,8549,8813.91
11/13/2019,8817,8839.46,8700,8755.24
11/14/2019,8765.53,8791.78,8555,8636.9
11/15/2019,8632.07,8799.03,8363,8463.49
11/16/2019,8459.38,8539.53,8423,8484.63
11/17/2019,8485.61,8631.6,8375,8499.31
11/18/2019,8499.53,8508.4,8010.7,8170.65
11/19/2019,8176.9,8197.77,7989.15,8121.63
11/20/2019,8124.08,8231.04,8027.28,8088.44
11/21/2019,8085.54,8116.92,7394.09,7611.51
11/22/2019,7612.23,7714.7,6785,7285.85
11/23/2019,7276.21,7356.49,7102.16,7320.39
11/24/2019,7330.98,7349.68,6861.96,6908.36
11/25/2019,6900.9,7380,6515,7122.14
11/26/2019,7127.12,7344.91,7018.78,7159.22
11/27/2019,7168.74,7676.27,6847.72,7527.84
11/28/2019,7517.82,7659.92,7372.19,7436.72
11/29/2019,7429.32,7870.35,7411.17,7753.69
11/30/2019,7753.69,7815,7452.08,7550.67
12/1/2019,7560.2,7560.2,7233.87,7412.66
12/2/2019,7411.75,7431.07,7140.08,7309.64
12/3/2019,7317.94,7415,7238.04,7300.43
12/4/2019,7299.2,7772.71,7087.09,7197.78
12/5/2019,7199.58,7500,7150.06,7390.42
12/6/2019,7397.35,7618.99,7305.56,7541.79
12/7/2019,7535.46,7638.88,7486.7,7502.65
12/8/2019,7505.86,7580,7382.69,7524.26
12/9/2019,7516.8,7666,7268.03,7340.52
12/10/2019,7332.05,7400,7150.23,7216.07
12/11/2019,7224.5,7271,7122.28,7207.42
12/12/2019,7208.95,7296.19,7072.2,7188.42
12/13/2019,7185.15,7302.35,7179.65,7257.47
12/14/2019,7255.94,7269,7007.48,7059.03
12/15/2019,7066.35,7225.23,7007,7115.08
12/16/2019,7115.08,7147.91,6820,6882.19
12/17/2019,6882.08,6938.77,6550,6612.3
12/18/2019,6619.53,7449.68,6425,7286.91
12/19/2019,7286.91,7372.12,7000,7149.57
12/20/2019,7157.53,7218.11,7072.61,7194.11
12/21/2019,7194.13,7194.13,7109.73,7147.4
12/22/2019,7147.4,7530,7124.52,7509.7
12/23/2019,7521.88,7692.98,7247.86,7316.17
12/24/2019,7317.47,7431.1,7156,7251.52
12/25/2019,7247.45,7266.81,7110.73,7195.79
12/26/2019,7195.8,7432,7150,7188.3
12/27/2019,7195.17,7255.37,7052,7246
12/28/2019,7247.86,7349.65,7231,7296.24
12/29/2019,7297.43,7524.46,7274.43,7385.54
12/30/2019,7372.79,7384.9,7199,7220.24
12/31/2019,7222.74,7302.35,7112.55,7168.36
1/1/2020,7160.69,7237.35,7150,7178.68
1/2/2020,7174.7,7184.94,6900,6950.56
1/3/2020,6945.7,7402.31,6853.53,7338.91
1/4/2020,7332.58,7396.1,7256.03,7344.48
1/5/2020,7356.05,7495,7310,7356.7
1/6/2020,7352.12,7817,7342.46,7762.74
1/7/2020,7768.17,8220,7697.03,8159.01
1/8/2020,8151.79,8463.57,7872.09,8044.44
1/9/2020,8048.94,8048.94,7737.97,7806.78
1/10/2020,7812.7,8200,7667,8200
1/11/2020,8200,8286,8000,8016.22
1/12/2020,8008.1,8190,7960,8180.76
1/13/2020,8180.75,8196.81,8039,8105.01
1/14/2020,8105.01,8895,8105.01,8813.04
1/15/2020,8813.2,8903.2,8555,8809.17
1/16/2020,8810.62,8852.35,8573.91,8710.15
1/17/2020,8715.39,9015.22,8661.52,8892.63
1/18/2020,8898.03,9000.1,8798.9,8908.53
1/19/2020,8901.02,9188.1,8461.38,8696.6
1/20/2020,8698.97,8740.54,8507.93,8625.17
1/21/2020,8629.66,8778.66,8480,8717.89
1/22/2020,8728.47,8792.98,8567.68,8655.93
1/23/2020,8661.63,8665.95,8280,8378.44
1/24/2020,8382.08,8530.7,8212.9,8422.13
1/25/2020,8435.83,8437.47,8252.72,8329.5
1/26/2020,8320,8600,8276.22,8590.48
1/27/2020,8600,9004.35,8546.55,8894.54
1/28/2020,8894.57,9413.24,8876,9400
1/29/2020,9386.57,9443.96,9215.5,9289.18
1/30/2020,9280.83,9570,9166.07,9500
1/31/2020,9510.84,9529.35,9195.93,9327.85
2/1/2020,9339.26,9464.16,9280.33,9377.17
2/2/2020,9379.6,9474.28,9135,9329.39
2/3/2020,9309.69,9615,9211.07,9288.09
2/4/2020,9281,9348.6,9075,9159.37
2/5/2020,9168.49,9775,9142.52,9618.42
2/6/2020,9617.84,9859.57,9521,9754.63
2/7/2020,9754.63,9878,9706.94,9803.42
2/8/2020,9803.71,9948.97,9658.58,9902
2/9/2020,9907.7,10178.54,9885.04,10173.97
2/10/2020,10173.51,10199.85,9731.2,9850.01
2/11/2020,9851.99,10383.9,9706.94,10268.98
2/12/2020,10270.98,10495,10247.35,10348.78
2/13/2020,10348.78,10500.5,10068,10228.67
2/14/2020,10229.19,10398,10093.26,10364.04
2/15/2020,10364.04,10408.04,9739,9899.78
2/16/2020,9909.71,10051.24,9598.49,9912.89
2/17/2020,9925.96,9973.45,9467.57,9697.15
2/18/2020,9725.57,10288,9602.6,10185.17
2/19/2020,10190.3,10300,9312,9595.72
2/20/2020,9589.1,9706.27,9396.91,9612.76
2/21/2020,9610.4,9773.2,9562.6,9696.13
2/22/2020,9696.13,9722.39,9568.51,9668.13
2/23/2020,9664.08,10024.08,9664.08,9965.21
2/24/2020,9969.79,10027.66,9480,9652.58
2/25/2020,9664.87,9682.73,9234.21,9305.4
2/26/2020,9305.4,9369.99,8627.78,8779.36
2/27/2020,8778.37,8974.75,8520,8816.5
2/28/2020,8816.5,8900.94,8421.49,8703.84
2/29/2020,8710,8805.06,8525,8527.74
3/1/2020,8525,8756.11,8410,8528.95
3/2/2020,8516,8980.34,8486.72,8917.34
3/3/2020,8917.34,8921.8,8660.04,8755.45
3/4/2020,8755.45,8850,8663.76,8753.28
3/5/2020,8757.79,9169,8757.79,9066.65
3/6/2020,9059,9187.85,8990.01,9153.79
3/7/2020,9154.1,9219.13,8859.49,8893.93
3/8/2020,8901.12,8901.12,7995.48,8033.7
3/9/2020,8035.79,8191.13,7636,7936.25
3/10/2020,7937.2,8158.42,7733.99,7885.92
3/11/2020,7893.63,7988.78,7591.99,7934.57
3/12/2020,7956.29,7969.9,4776.59,4841.67
3/13/2020,4841.67,5990.35,3850,5622.74
3/14/2020,5623.16,5663.01,5051,5169.37
3/15/2020,5167.38,5965.77,5092.34,5343.64
3/16/2020,5353.04,5353.04,4435.89,5033.42
3/17/2020,5051.41,5569.9,4936,5324.99
3/18/2020,5340.95,5452.43,5006.87,5406.92
3/19/2020,5413,6433.98,5266.38,6181.18
3/20/2020,6192.94,7139,5670,6210.14
3/21/2020,6207.66,6461.91,5866.44,6187.78
3/22/2020,6199.17,6419,5705,5813.15
3/23/2020,5816.57,6629.79,5686.34,6493.51
3/24/2020,6494.7,6893,6400.01,6768.64
3/25/2020,6768.64,6989.04,6457.17,6692.22
3/26/2020,6695.47,6798.89,6528.07,6760.72
3/27/2020,6765.15,6872.67,6210,6376.03
3/28/2020,6376.03,6376.03,6030.51,6253.08
3/29/2020,6275.11,6278.24,5869,5870.9
3/30/2020,5878.47,6630,5856,6407.77
3/31/2020,6408.95,6527.24,6337.42,6421.14
4/1/2020,6428.74,6710.21,6137.71,6652.07
4/2/2020,6669.95,7236.39,6575.13,6801.99
4/3/2020,6789.63,7047.96,6610,6742.57
4/4/2020,6737.36,7014,6655.54,6879.61
4/5/2020,6887.22,6914.01,6678.51,6775.2
4/6/2020,6780.57,7376.59,6773.75,7352.43
4/7/2020,7335.85,7469,7077,7202.73
4/8/2020,7204.78,7428.95,7152,7367.36
4/9/2020,7370.85,7376.59,7107.38,7293.93
4/10/2020,7299.12,7306.1,6750.15,6877.03
4/11/2020,6866.03,6955.59,6771.24,6883.18
4/12/2020,6882.75,7201.76,6790.74,6908.24
4/13/2020,6908.21,6914.01,6542.91,6864.22
4/14/2020,6864.66,6991,6766.96,6879.75
4/15/2020,6868.88,6940,6598.55,6619
4/16/2020,6619,7224.18,6472.67,7111.67
4/17/2020,7121.35,7158.22,6995.39,7024.19
4/18/2020,7020.13,7306.15,7020.13,7262.26
4/19/2020,7265.94,7276.21,7057.46,7126.4
4/20/2020,7124.27,7220,6757.75,6841
4/21/2020,6833,6950.98,6774.48,6854.98
4/22/2020,6850.6,7171.26,6819.59,7137.79
4/23/2020,7138.29,7756.69,7031.07,7484.58
4/24/2020,7494.2,7612.91,7391.57,7505.53
4/25/2020,7518.81,7723.77,7432.8,7547.56
4/26/2020,7565,7718,7485,7701.73
4/27/2020,7708.87,7813.68,7637.03,7786.41
4/28/2020,7794.22,7798.42,7650,7767.79
4/29/2020,7762.07,8970,7717.14,8790.32
4/30/2020,8789.79,9485.26,8407,8627.32
5/1/2020,8629.72,9075,8616.17,8832.44
5/2/2020,8839.39,9022,8760,8983.79
5/3/2020,8982.56,9207.82,8723.78,8915.98
5/4/2020,8924.14,8974.34,8528.42,8882.87
5/5/2020,8889.24,9120,8760.1,9034.85
5/6/2020,9040,9417.95,8921.03,9154.32
5/7/2020,9163.63,10074,9030.03,10000
5/8/2020,10008.19,10048.38,9725,9801.35
5/9/2020,9809.04,9914,9515.4,9546.56
5/10/2020,9527.31,9565.2,8109,8731.17
5/11/2020,8740.88,9182.97,8181,8571.98
5/12/2020,8574.19,8984.87,8534.97,8825.46
5/13/2020,8816.99,9418.46,8804.47,9315.5
5/14/2020,9323.73,9945.34,9254.85,9793.5
5/15/2020,9809.91,9844.66,9112,9306.21
5/16/2020,9307.43,9590,9216.08,9389.07
5/17/2020,9377.79,9894.88,9326.53,9665.7
5/18/2020,9672.95,9966.12,9451.2,9721.91
5/19/2020,9730,9903.89,9455.05,9787.65
5/20/2020,9776.3,9843.87,9100,9516.51
5/21/2020,9505.61,9573.29,8800,9062.47
5/22/2020,9062.25,9272.97,8924.91,9171.96
5/23/2020,9171.96,9316.12,9084.83,9183.46
5/24/2020,9183.93,9310.91,8669,8718.77
5/25/2020,8710.12,8984.16,8630,8903.56
5/26/2020,8903.22,9012,8690,8840.91
5/27/2020,8835.79,9230.21,8810.99,9210
5/28/2020,9209.99,9625.01,9105.79,9577.38
5/29/2020,9581.49,9610,9330,9421.04
5/30/2020,9428.52,9758.27,9326.28,9705.1
5/31/2020,9705.1,9711.7,9373.96,9446.19
6/1/2020,9444.61,10429.26,9416.5,10203.64
6/2/2020,10203.64,10241.26,9135.68,9525.73
6/3/2020,9522.52,9699.95,9380.99,9668.99
6/4/2020,9668,9888,9430,9791.92
6/5/2020,9791,9856.48,9592.74,9619.99
6/6/2020,9616.17,9744.39,9525.76,9669.85
6/7/2020,9673.08,9829.31,9356,9750.04
6/8/2020,9759.04,9813.67,9645,9783
6/9/2020,9786.64,9897.46,9566.81,9776.84
6/10/2020,9782.3,10011.4,9578,9894.32
6/11/2020,9894.32,9981.24,9078.91,9264.26
6/12/2020,9265.95,9555,9230,9463.07
6/13/2020,9465.92,9500,9345.71,9473.46
6/14/2020,9478.93,9479.59,9235.01,9329.99
6/15/2020,9329.99,9505.4,8900,9435.15
6/16/2020,9435.41,9596.31,9374.9,9530.3
6/17/2020,9530.62,9566.53,9230.32,9461.29
6/18/2020,9459.82,9478.69,9250,9374.78
6/19/2020,9374.83,9429.99,9225.15,9304.32
6/20/2020,9287.6,9400,9138,9355.46
6/21/2020,9355.93,9421.26,9271.52,9283.03
6/22/2020,9287.89,9798.76,9267.2,9683.12
6/23/2020,9688.26,9725.3,9571,9622.81
6/24/2020,9617.88,9666.35,9193.99,9286.06
6/25/2020,9286.3,9343.49,8989,9239.48
6/26/2020,9237.98,9289.71,9024.61,9158.26
6/27/2020,9158.13,9189,8830.63,9009.3
6/28/2020,9008.33,9191.72,8933.06,9118.01
6/29/2020,9118.8,9240.36,9014.92,9188.88
6/30/2020,9187.85,9201.95,9060,9132.96
7/1/2020,9136.89,9300,9089.8,9233.38
7/2/2020,9230.97,9268.54,8939,9092.92
7/3/2020,9091.68,9127.11,9027.17,9063.08
7/4/2020,9053.87,9196,9045.94,9138.52
7/5/2020,9142.16,9147.37,8905,9076.82
7/6/2020,9077.18,9376.34,9060.5,9348.22
7/7/2020,9346.9,9385.81,9201.78,9257.16
7/8/2020,9257.21,9479.57,9228.91,9437.16
7/9/2020,9441.76,9448.5,9157.11,9234.9
7/10/2020,9234.91,9318.92,9053.14,9283.53
7/11/2020,9291,9304.95,9180,9238.3
7/12/2020,9234.07,9347.76,9153.48,9306.17
7/13/2020,9304.94,9351.17,9190.49,9233.1
7/14/2020,9234.19,9282.08,9095,9251.59
7/15/2020,9256.33,9276.98,9153.38,9190.07
7/16/2020,9191,9217.5,9026.51,9132.87
7/17/2020,9134.44,9184.28,9073.53,9156.5
7/18/2020,9150.51,9214.63,9122.72,9177.43
7/19/2020,9175.7,9243.36,9106.3,9211.99
7/20/2020,9213.15,9224.73,9128.21,9162.43
7/21/2020,9161.77,9442.89,9152.23,9391.25
7/22/2020,9395.98,9573,9280.8,9539.51
7/23/2020,9537.23,9690,9453.38,9617.2
7/24/2020,9614.85,9650.55,9474.35,9547.91
7/25/2020,9549.34,9751.82,9532.79,9710.98
7/26/2020,9712.45,10200,9657,9944.65
7/27/2020,9941.25,11417.11,9933.77,11046.19
7/28/2020,11049.4,11263.85,10583.48,10939.27
7/29/2020,10931.91,11358.47,10855.81,11111.17
7/30/2020,11105.01,11189,10832,11112.12
7/31/2020,11110.84,11457.95,10973.8,11356.74
8/1/2020,11357.98,11883.36,11228,11817.49
8/2/2020,11808.21,12100,10559.59,11071.66
8/3/2020,11074.92,11480,10933.26,11236.39
8/4/2020,11236.39,11420,11000.79,11192.42
8/5/2020,11193.48,11795.86,11094.35,11755.24
8/6/2020,11759.9,11913.5,11575.57,11770.08
8/7/2020,11770.26,11920,11219,11600.85
8/8/2020,11601.75,11817.95,11527,11776.9
8/9/2020,11767.93,11808.28,11527.92,11683.03
8/10/2020,11684.6,12080,11510,11895.12
8/11/2020,11896.37,11945.05,11130,11392.64
8/12/2020,11386.5,11625,11150,11565.35
8/13/2020,11567.74,11806.61,11270.91,11793.26
8/14/2020,11797.55,11862,11652.01,11779.77
8/15/2020,11771.97,11986.93,11667.7,11852.2
8/16/2020,11858.6,11938.55,11685.97,11914.02
8/17/2020,11916.83,12473,11771.44,12298.38
8/18/2020,12301.27,12408.53,11823,11958.1
8/19/2020,11950,12022.18,11574.4,11757.55
8/20/2020,11762.18,11894.12,11675.29,11859.37
8/21/2020,11857.18,11887.67,11485.49,11531.74
8/22/2020,11527.81,11694.02,11367,11667.7
8/23/2020,11678.17,11715.09,11524.7,11644.65
8/24/2020,11653.7,11832.55,11588.61,11761.8
8/25/2020,11750.4,11772.22,11112.75,11328.88
8/26/2020,11328.5,11549.8,11250.14,11469.3
8/27/2020,11462.91,11602.92,11122.72,11330
8/28/2020,11332.26,11555.61,11277.95,11536.58
8/29/2020,11538.74,11592,11423.64,11471.71
8/30/2020,11471.71,11715.69,11458.62,11708.97
8/31/2020,11713.11,11780,11573.39,11655
9/1/2020,11658.48,12065.82,11515,11923.96
9/2/2020,11919.53,11956.45,11155.32,11398.44
9/3/2020,11395.1,11477.35,9987.86,10160
9/4/2020,10160,10646.75,9966.85,10456.32
9/5/2020,10460.2,10567.9,9850,10167.19
9/6/2020,10165.47,10353.39,10000,10260.17
9/7/2020,10258.43,10415.66,9880,10377.14
9/8/2020,10377.5,10446.18,9825.07,10123.96
9/9/2020,10126.01,10353.39,9981.38,10232.8
9/10/2020,10221.76,10495.75,10220,10342.59
9/11/2020,10341.38,10409.44,10200.5,10393.04
9/12/2020,10400.46,10482.42,10275,10443.33
9/13/2020,10446.4,10576.78,10214.9,10334.78
9/14/2020,10338.82,10765.03,10250.13,10675.15
9/15/2020,10671.4,10940.01,10611.17,10783.83
9/16/2020,10785,11100,10662.81,10951.54
9/17/2020,10950.15,11054,10739.23,10940.47
9/18/2020,10947.35,11040.18,10816.54,10931.2
9/19/2020,10935.49,11183.01,10890.53,11077.22
9/20/2020,11070.84,11079.25,10755.9,10923.5
9/21/2020,10921.53,10996.98,10286.56,10411.29
9/22/2020,10418.83,10573.05,10353.39,10534.31
9/23/2020,10525.72,10541.39,10138.3,10233.42
9/24/2020,10236.86,10795.53,10193.2,10744.02
9/25/2020,10738.46,10762.65,10553.14,10689.81
9/26/2020,10694.23,10830,10655.29,10729.09
9/27/2020,10731.09,10807.14,10593.58,10780.66
9/28/2020,10779.99,10950,10628.52,10689.48
9/29/2020,10681.41,10865,10636.66,10836.42
9/30/2020,10840,10847.5,10658.56,10778.22
10/1/2020,10780.83,10940.22,10437.08,10622.71
10/2/2020,10611.17,10667.53,10380,10578.54
10/3/2020,10571.6,10605.79,10500,10553.66
10/4/2020,10543.17,10699.88,10524.81,10669.63
10/5/2020,10666.16,10805.82,10620.71,10795
10/6/2020,10797.36,10801.86,10525,10606.33
10/7/2020,10602.31,10682.56,10547.71,10669.14
10/8/2020,10669.1,10957,10535.06,10925.2
10/9/2020,10927.02,11118.49,10826.4,11052
10/10/2020,11060.46,11496.06,11059.62,11301.2
10/11/2020,11300.97,11447.44,11272.11,11372.93
10/12/2020,11372.48,11731.7,11175.99,11535.98
10/13/2020,11531.56,11567.4,11314.53,11427.98
10/14/2020,11440.28,11555.1,11287.42,11428.84
10/15/2020,11430.49,11623.6,11250.01,11511.11
10/16/2020,11506.53,11548.65,11200,11321.86
10/17/2020,11331.88,11415.48,11264.01,11365.8
10/18/2020,11363.4,11526.34,11352.79,11519.97
10/19/2020,11518.58,11840,11409.94,11764.14
10/20/2020,11759.2,12059.94,11680,11921.11
10/21/2020,11921.33,13235,11899.1,12802.67
10/22/2020,12802.63,13208.25,12686.73,12983.26
10/23/2020,12983.26,13037.26,12729.82,12941.59
10/24/2020,12940.03,13182.83,12887.38,13122.73
10/25/2020,13115.18,13363.53,12903.74,13039.09
10/26/2020,13041.12,13250,12773.5,13066.73
10/27/2020,13065.1,13788,13057.09,13647.9
10/28/2020,13642.31,13864.89,12892,13274.73
10/29/2020,13275.82,13650,12993,13468.44
10/30/2020,13456.14,13675.56,13129.26,13562.13
10/31/2020,13569.42,14100,13420.97,13816.08
11/1/2020,13799.44,13907.47,13629.31,13762
11/2/2020,13762,13842.5,13220,13563.72
11/3/2020,13578.82,14083.76,13287.7,14041.58
11/4/2020,14041.58,14277.5,13520.87,14160.59
11/5/2020,14168.49,15770.58,14100,15605.04
11/6/2020,15608.32,15968.98,15196.01,15598.09
11/7/2020,15603.28,15778.6,14351,14838.97
11/8/2020,14829.32,15664.9,14727.19,15489.15
11/9/2020,15484.68,15854.48,14824.66,15332.04
11/10/2020,15349.32,15482.76,15092.47,15313.65
11/11/2020,15314.94,15991.01,15290.85,15707.89
11/12/2020,15702,16369.99,15481,16300
11/13/2020,16300,16494.52,15970.33,16335.58
11/14/2020,16339.06,16341.89,15715.1,16086.34
11/15/2020,16092.8,16170,15786.46,15975.49
11/16/2020,15975.49,16894.93,15875.5,16724.62
11/17/2020,16727.85,17868,16570,17680.63
11/18/2020,17681.77,18483,17041.47,17785.95
11/19/2020,17792.96,18189.97,17346.62,17825.47
11/20/2020,17822.37,18824.88,17755.81,18687.65
11/21/2020,18685.08,18977,18333.45,18725
11/22/2020,18726.43,18770.55,17600,18435.2
11/23/2020,18432.6,18786.31,18001.95,18383.35
11/24/2020,18386.92,19442.13,18068.56,19160.85
11/25/2020,19175.13,19490,18470.91,18732.43
11/26/2020,18727.24,18911.04,16218,17160.09
11/27/2020,17168.31,17471.89,16435.47,17154.39
11/28/2020,17160.38,17896.03,16875.01,17741.79
11/29/2020,17724.41,18352.47,17534.87,18192.03
11/30/2020,18196.75,19864.15,18196.75,19700.19
