time,open,high,low,close
8/2/2015,280.19,282.9,276.57,282.32
8/3/2015,282.53,285.8,279.52,280.43
8/4/2015,280.43,285.88,280.43,285
8/5/2015,284.91,285.86,280.63,281.13
8/6/2015,281.13,281.65,276.6,277.48
8/7/2015,277.48,280.43,274.19,279.63
8/8/2015,279.94,279.97,260.41,262.19
8/9/2015,262.19,268.95,261.01,265.05
8/10/2015,265.05,266.79,261.6,264.33
8/11/2015,264.11,271.5,264.07,271.15
8/12/2015,271.15,271.16,265.71,267.73
8/13/2015,267.53,267.88,262.32,264.48
8/14/2015,264.74,266.99,262,265.4
8/15/2015,265.57,266.5,260.45,261.46
8/16/2015,261.46,262.2,254.01,256.11
8/17/2015,256.11,259.12,254.63,256.47
8/18/2015,256.66,256.99,221.11,224.8
8/19/2015,224,237.66,222.01,226.92
8/20/2015,226.4,236.66,226.4,235.54
8/21/2015,235.15,236.66,231.77,233.49
8/22/2015,233.5,235.2,223.01,231
8/23/2015,231,234.03,225.85,228.89
8/24/2015,228.35,228.99,207.73,209.72
8/25/2015,209.76,228.04,198.12,222.38
8/26/2015,222.38,231.09,219.77,225.8
8/27/2015,225.8,228.89,223.17,225.09
8/28/2015,225.09,235.93,220.29,231.65
8/29/2015,231.76,233.9,226.67,230.54
8/30/2015,230.41,232.75,225.04,229
8/31/2015,229.04,232.49,224.39,229.86
9/1/2015,230.25,231.67,226.17,227.96
9/2/2015,227.97,230.77,226,229.18
9/3/2015,228.95,229.96,226.5,227.28
9/4/2015,227.24,231.4,226.33,230.52
9/5/2015,230.72,237.22,229.23,235.6
9/6/2015,235.39,244.2,235.02,240.28
9/7/2015,240.28,242.91,238.44,240.19
9/8/2015,240.07,246.24,239.98,244.21
9/9/2015,244.04,244.22,237.01,238.35
9/10/2015,238.35,241.65,234.78,238.66
9/11/2015,238.57,240.94,237.5,240
9/12/2015,239.92,240,233.02,234.79
9/13/2015,234.79,236.09,228,229.66
9/14/2015,229.66,232.92,223.99,229.71
9/15/2015,229.84,231.21,226.5,230.03
9/16/2015,229.99,230.5,223,228.34
9/17/2015,228.34,235,227,232.17
9/18/2015,232.2,234.4,230.83,233.12
9/19/2015,233.24,233.76,229.89,230
9/20/2015,230,231.7,229,230.16
9/21/2015,230.1,230.15,225,226.15
9/22/2015,226.15,231.96,223.12,230.42
9/23/2015,230.08,231.5,228,229.42
9/24/2015,229.42,235.52,228.89,233.86
9/25/2015,233.88,237.25,232.56,235.22
9/26/2015,235.14,235.67,233,233.81
9/27/2015,233.81,234.61,231.16,232.41
9/28/2015,232.4,239.68,231.69,239.14
9/29/2015,239.14,240.56,235.09,236.94
9/30/2015,236.78,238.27,234.67,236.2
10/1/2015,235.87,239.44,235.01,237.15
10/2/2015,238,239.06,235,237.77
10/3/2015,237.77,239.86,236.3,238.95
10/4/2015,239.06,239.98,237.62,238.6
10/5/2015,238.6,240.85,236.1,240.84
10/6/2015,240.85,248.19,239.52,246.57
10/7/2015,246.79,247.65,242.3,243.2
10/8/2015,243.47,244.76,242.06,242.9
10/9/2015,243.29,244.95,242.16,244.48
10/10/2015,244.49,246.43,243,245.71
10/11/2015,245.71,248.5,244.53,248.05
10/12/2015,248.05,248.47,245.01,245.81
10/13/2015,245.81,250.89,242.82,249.73
10/14/2015,249.97,255.93,248.06,252.47
10/15/2015,252.47,256.5,250.3,254.49
10/16/2015,254.49,267,253.69,263.09
10/17/2015,263.09,273,260.8,270.07
10/18/2015,270.04,271.17,260,261.05
10/19/2015,260.99,266.01,259.82,263.66
10/20/2015,264.28,272.95,262.67,270.64
10/21/2015,270.3,272.69,264,267.89
10/22/2015,267.9,280.04,267.39,275.21
10/23/2015,275.21,280.19,273.46,278.6
10/24/2015,278.6,284,278.22,282.84
10/25/2015,283.03,296,282.2,283.96
10/26/2015,283.96,286.99,279.25,286.9
10/27/2015,286.9,300,286.15,295.54
10/28/2015,295.8,308.48,294.4,305.65
10/29/2015,305.67,319.6,301.7,314.82
10/30/2015,314.95,334.05,313.5,328.65
10/31/2015,328.28,334.67,302.99,310.18
11/1/2015,310.9,329.85,303.01,325.78
11/2/2015,325.78,369.02,320,361.74
11/3/2015,361.26,420.77,360.4,404.06
11/4/2015,404.55,502,368.11,408
11/5/2015,407.99,448.79,364.37,385.5
11/6/2015,387.77,396.67,353.26,374.47
11/7/2015,374.41,392.82,371.07,383.53
11/8/2015,383.62,390.47,366.18,372.65
11/9/2015,372.86,386.79,360.54,377.9
11/10/2015,378.02,381.44,323.63,336.8
11/11/2015,335.02,341.41,294,309.91
11/12/2015,309.95,344.78,308.42,337.17
11/13/2015,337,342,325,336.99
11/14/2015,336.98,356.1,325.45,333
11/15/2015,332.95,334.99,314.6,319.28
11/16/2015,319.29,332.25,315,330.83
11/17/2015,330.82,350.44,329,336.08
11/18/2015,336,337.89,330.28,335.65
11/19/2015,335.68,336.48,324.92,326.02
11/20/2015,326.51,327.73,310,322.04
11/21/2015,322.04,328.94,318.52,326.5
11/22/2015,326.5,326.6,320.13,324.2
11/23/2015,324.2,326.09,320.39,323.48
11/24/2015,323.48,323.5,317,319.7
11/25/2015,319.7,330.84,316,328.9
11/26/2015,328.9,369.7,328.53,353.21
11/27/2015,353.9,364.8,347.84,357.14
11/28/2015,357.42,359.44,350.41,356.95
11/29/2015,356.78,373.15,354.45,371.48
11/30/2015,371.2,383,367.11,376.71
12/1/2015,376.7,379,354.56,363.06
12/2/2015,362.7,362.84,348.64,358.89
12/3/2015,359.11,370.53,356.21,361.42
12/4/2015,361.48,364.3,355.92,363.62
12/5/2015,363.62,389.89,363,388
12/6/2015,388,399.85,383,388.24
12/7/2015,388.54,399.91,381.01,395.58
12/8/2015,395.57,418.87,388.33,417.89
12/9/2015,416.67,424.95,400,416.98
12/10/2015,416.69,419.79,408.91,415.57
12/11/2015,415.57,454.48,415.13,453.04
12/12/2015,453.12,467.8,403,436.19
12/13/2015,436.08,442.97,422.03,433.07
12/14/2015,433.13,448.12,428.42,443.36
12/15/2015,443.3,464.99,442.94,464.53
12/16/2015,464.53,465,436.89,455.87
12/17/2015,455.61,458.84,448.75,456.17
12/18/2015,442.08,466.64,439.19,462.46
12/19/2015,463.7,465.9,452.03,461.8
12/20/2015,461.89,462,433.83,442.54
12/21/2015,442.47,450,425.52,438.07
12/22/2015,438.14,443.58,433.06,435.48
12/23/2015,435.65,445.52,434.43,442.56
12/24/2015,443.01,459.54,443.01,455
12/25/2015,455.78,458.33,448,455.51
12/26/2015,455.5,457.45,407.25,417.39
12/27/2015,417.11,425.42,410.5,421.76
12/28/2015,421.78,429.86,417.01,421.46
12/29/2015,420.81,433.33,418.55,431.82
12/30/2015,431.7,434.97,420.75,425.84
12/31/2015,426.09,433.89,419.99,430.89
1/1/2016,430.89,436,427.2,433.82
1/2/2016,434.87,435.99,430.42,433.55
1/3/2016,433.2,434.09,424.06,431.04
1/4/2016,431.54,435.86,428.44,434.17
1/5/2016,433.31,435.39,429.5,432.43
1/6/2016,432.45,432.67,426.54,429.56
1/7/2016,429.99,459.16,429.25,457
1/8/2016,456.87,465,444.51,452.7
1/9/2016,452.02,454,446.68,448.84
1/10/2016,448.84,449.89,440.8,448.79
1/11/2016,448.2,451.13,438,448
1/12/2016,448,448,434.35,434.85
1/13/2016,434.85,438.35,424.5,432.64
1/14/2016,432.64,434,427,429.55
1/15/2016,429.55,429.8,360,360
1/16/2016,360.62,392.07,352,386.91
1/17/2016,387.8,391.14,376,380.16
1/18/2016,379.94,388.5,373.63,385.49
1/19/2016,385.47,386.92,375.59,376.76
1/20/2016,376.9,422.98,372.53,416.32
1/21/2016,418.9,421.25,404.59,409.59
1/22/2016,409.42,410.07,374.45,382.55
1/23/2016,382.85,395,381.05,386.4
1/24/2016,386.37,405.97,385.36,402.16
1/25/2016,402.16,402.31,385.5,390.9
1/26/2016,390.1,397.7,386.2,391.77
1/27/2016,391.77,397,390.31,394.95
1/28/2016,394.62,395.56,376,379.75
1/29/2016,379.55,383.99,363.73,378.22
1/30/2016,378.12,380.42,372.95,375.64
1/31/2016,376.38,379.3,364.7,368.49
2/1/2016,368.49,378.2,366.53,371.81
2/2/2016,371.79,375,369.73,373.05
2/3/2016,373.05,374,365,368.38
2/4/2016,368.4,391.88,367.95,387.82
2/5/2016,388,389.5,382.99,385
2/6/2016,384.97,384.98,371.35,375.39
2/7/2016,375.39,380,373.04,375
2/8/2016,375,378.99,369.99,370.91
2/9/2016,370.95,377,369.12,373.2
2/10/2016,373.69,383.85,372.12,379.66
2/11/2016,379.34,380.5,373.54,377.98
2/12/2016,377.98,383.48,377.07,383.27
2/13/2016,383,390.99,382,390.99
2/14/2016,390.99,406.71,390.59,405
2/15/2016,405.5,409.71,393.4,399.28
2/16/2016,399.5,407.8,396,407.51
2/17/2016,407.51,421.11,404,415.54
2/18/2016,415.59,424.9,413.4,421.18
2/19/2016,421.15,422,414,419.54
2/20/2016,419.98,443.96,419.5,434.63
2/21/2016,434.63,447.99,426,438.5
2/22/2016,438.33,439.5,431.15,438.27
2/23/2016,438.26,440,414,419.1
2/24/2016,419.1,424.28,409.07,423.78
2/25/2016,423.79,426.75,415.79,423.51
2/26/2016,423.38,432,418.01,432
2/27/2016,432,435,428.22,431.07
2/28/2016,431.07,435,422.29,431.68
2/29/2016,430.26,440.99,428.12,435.23
3/1/2016,436.75,437.5,427.01,432.5
3/2/2016,433.33,434.5,421.31,423.45
3/3/2016,422.4,424.47,415.85,420.29
3/4/2016,420.29,423.9,406.02,408.01
3/5/2016,408.18,408.98,382,399.83
3/6/2016,399.77,412.31,393.11,406.23
3/7/2016,406.15,414.96,403.03,414.01
3/8/2016,413.96,414.99,408.46,411.75
3/9/2016,412.14,413.51,408.75,413
3/10/2016,412.99,416.9,409.31,416
3/11/2016,416,421.91,415.11,419.13
3/12/2016,419.14,420.93,406.59,410.9
3/13/2016,409.95,417,409.67,413.04
3/14/2016,412.99,415.22,410.5,414.99
3/15/2016,414.83,417.43,412.15,415.85
3/16/2016,415.84,416.82,413.15,416.57
3/17/2016,416.52,419,415.66,418.49
3/18/2016,418.47,418.49,403.34,407.91
3/19/2016,407.5,409.95,404.1,409.04
3/20/2016,408.36,412,406.6,411.28
3/21/2016,410.62,411.96,406.5,411.67
3/22/2016,411.15,416.99,410.35,416.64
3/23/2016,416.39,419,413.44,417.62
3/24/2016,417.62,418.15,412.85,415.17
3/25/2016,415.17,416.92,412,415.7
3/26/2016,415.6,416.99,414,416.96
3/27/2016,416.96,416.99,416.06,416.64
3/28/2016,424.62,424.77,420.32,422.87
3/29/2016,422.87,424.37,407.22,415.95
3/30/2016,415.43,415.93,408.59,413.74
3/31/2016,413.68,416.99,411.4,414.66
4/1/2016,414.66,416.99,413.42,416.31
4/2/2016,416.31,420,416.01,419
4/3/2016,419.35,419.48,416.1,419.11
4/4/2016,418.51,419.85,416,418.75
4/5/2016,418.81,423,416.61,422.71
4/6/2016,422.71,422.9,420,421.03
4/7/2016,420.62,421.99,418.09,420
4/8/2016,419.99,423.99,416.26,417.75
4/9/2016,417.75,418.71,412,418.24
4/10/2016,418.59,418.72,417.98,418.36
4/11/2016,420.4,422.8,418,422.69
4/12/2016,422.79,426.67,421,425.54
4/13/2016,425.32,426,422.27,423.93
4/14/2016,424.5,425.35,423.02,424.86
4/15/2016,424.4,430,423.07,429.45
4/16/2016,429.29,432.87,381.47,430.69
4/17/2016,430.18,430.91,377.87,427.42
4/18/2016,427.15,430.01,425.8,428.14
4/19/2016,428.14,436.82,378.98,435.63
4/20/2016,435.7,444,433.11,442.13
4/21/2016,441.99,452.11,440,451
4/22/2016,451,451.36,442.96,447.7
4/23/2016,447.16,452.19,444.46,451.92
4/24/2016,451.92,470.02,447.06,460.02
4/25/2016,460.03,469.47,406,462.33
4/26/2016,462.29,469.87,462.13,467.42
4/27/2016,467.39,469.03,410,445.38
4/28/2016,445.39,451,435,449.14
4/29/2016,449.94,456.53,445.62,456.53
4/30/2016,456.53,456.9,393.15,448.37
5/1/2016,448.43,453.78,446.84,453
5/2/2016,452.99,453.8,438.59,444.06
5/3/2016,444.06,452,440.78,450.61
5/4/2016,451.18,451.68,444.15,446.63
5/5/2016,447.36,450,445.11,448.5
5/6/2016,448.5,463.97,447.03,458.48
5/7/2016,458.98,461,455.95,458.07
5/8/2016,458.97,459.69,455.95,458.21
5/9/2016,457.75,464.79,455.62,460.82
5/10/2016,461.49,463,447.38,451.62
5/11/2016,450.88,457.99,450.32,452.91
5/12/2016,452.95,455.25,448.88,455.2
5/13/2016,455.2,456.82,452.04,455.91
5/14/2016,456.42,457.25,453.51,455.57
5/15/2016,456.3,458.08,454.72,457.56
5/16/2016,457.56,458,451.11,454
5/17/2016,454,456.09,452,453.08
5/18/2016,452.96,455.68,452,452.92
5/19/2016,452.47,453.85,435.03,436.3
5/20/2016,436.3,444.41,435.06,442.72
5/21/2016,442.84,443.98,435.28,443.31
5/22/2016,442.72,443.47,435,438.8
5/23/2016,438.72,442.99,436.4,442.99
5/24/2016,442.63,446.37,441,443.97
5/25/2016,445.31,449.6,444.26,448.7
5/26/2016,448.27,452.98,446.8,452.07
5/27/2016,452.07,478.16,452.07,472.05
5/28/2016,470.58,529.08,468,519.41
5/29/2016,522.13,540,485,517.84
5/30/2016,517.6,535,510.01,527.64
5/31/2016,527.64,548.5,515,531.84
6/1/2016,532.37,542.87,525.49,536.95
6/2/2016,536.95,540,529.13,538
6/3/2016,538,578.37,535.74,569.94
6/4/2016,569.93,588.71,558.54,573.8
6/5/2016,573.5,582,566,573.91
6/6/2016,573.8,586.02,573.8,584.5
6/7/2016,584.12,594.44,563,577.54
6/8/2016,577.48,584.25,571.86,583.03
6/9/2016,583.01,583.1,572.97,575.01
6/10/2016,576.06,580,572,578.01
6/11/2016,576.53,611,575.93,610
6/12/2016,610,683.02,603.21,672.13
6/13/2016,668.73,725,655.02,704.49
6/14/2016,703.81,704.5,655,685.25
6/15/2016,685.25,695.77,672.12,695
6/16/2016,695,773.07,689.8,766.62
6/17/2016,767.37,778.7,706.37,745.22
6/18/2016,745,778.85,723.02,754.83
6/19/2016,753.47,764.93,740.11,761.44
6/20/2016,759.12,763.99,723.4,730.85
6/21/2016,725,728.18,625,667.54
6/22/2016,665.36,677.63,588.03,601.3
6/23/2016,600.51,632.67,540.17,624.91
6/24/2016,622.59,683.88,620.82,661.71
6/25/2016,660.76,684.45,639.4,659.86
6/26/2016,658.8,662.9,656.15,657.79
6/27/2016,630.16,658,618.03,657.5
6/28/2016,657.49,665.51,635.5,646.08
6/29/2016,644.33,645,621.09,634.11
6/30/2016,635.91,671.22,628.06,667.95
7/1/2016,666.33,684.1,659.71,674.86
7/2/2016,674.55,704.93,672.74,702.48
7/3/2016,702.48,704.99,646.29,658.27
7/4/2016,659.77,682.35,640.1,680.35
7/5/2016,678.74,682.36,661.57,668.94
7/6/2016,669.09,679,662.13,674.7
7/7/2016,674.7,678.43,605.5,638.19
7/8/2016,638.89,665.99,635,663
7/9/2016,663,663.99,626,647.78
7/10/2016,647.78,650.88,636.8,648.76
7/11/2016,648.77,659.6,639.31,649.32
7/12/2016,649.32,678,646.05,663.52
7/13/2016,663.52,669.97,651.03,655.06
7/14/2016,652.24,664.93,650.01,659.1
7/15/2016,660.3,670.01,658.41,664.6
7/16/2016,664.6,666.67,655,662.45
7/17/2016,662.45,684.19,661.35,679.54
7/18/2016,679.54,682.21,666.12,672.1
7/19/2016,673.45,675.81,666,673.48
7/20/2016,674.8,675,660,667.03
7/21/2016,667.01,667.1,660.1,663.99
7/22/2016,663.25,666.3,645,649.95
7/23/2016,647.88,656.77,646,655.52
7/24/2016,655.52,665,651.99,661.47
7/25/2016,659.64,661.99,652.28,654.96
7/26/2016,655,656.94,645.01,651.24
7/27/2016,651.22,659.98,646.31,653.48
7/28/2016,655.13,657.89,652.41,653.07
7/29/2016,654.84,657.48,653,654.61
7/30/2016,654.88,657.5,652.19,654.67
7/31/2016,654.02,654.71,614.97,623.83
8/1/2016,622.5,630,603.63,606.35
8/2/2016,606.84,613.03,465.28,540.03
8/3/2016,540,572.34,521,563.42
8/4/2016,563.99,583.97,552,576.13
8/5/2016,578.14,578.2,562,572.5
8/6/2016,572.98,592,562.56,589.48
8/7/2016,589.47,598.82,582.12,592.47
8/8/2016,592.47,594,583.58,591.88
8/9/2016,591.85,591.85,579.43,582.75
8/10/2016,582.71,603,580.01,590.27
8/11/2016,590.46,597.78,585.22,585.22
8/12/2016,585.25,591.19,580.47,585.91
8/13/2016,585.34,589.98,581.71,583.52
8/14/2016,583.54,583.92,556.24,568.76
8/15/2016,568.76,573.69,554.9,565.55
8/16/2016,564.2,579.8,563,574.99
8/17/2016,574.95,577.86,566.02,570.91
8/18/2016,570.91,575.87,568.79,571.49
8/19/2016,571.51,574.86,552.3,572.91
8/20/2016,572.98,581.02,568.52,577.88
8/21/2016,577.7,583.99,576.01,577.55
8/22/2016,577.55,585.95,572.5,582.78
8/23/2016,582.78,584.99,576,580.23
8/24/2016,580.27,582.1,575.4,577.58
8/25/2016,577.65,578.75,571.16,575.71
8/26/2016,575.75,582.46,574.1,578.78
8/27/2016,577.92,579.09,564.81,568.31
8/28/2016,567.51,573.34,566.8,573.2
8/29/2016,573.2,575,568.6,571.5
8/30/2016,570.74,576.5,568.55,575.91
8/31/2016,575.88,576.49,568.4,570.75
9/1/2016,570.75,572.86,566.86,571.05
9/2/2016,571.05,574.2,567.03,572
9/3/2016,572,598.64,569.01,595.01
9/4/2016,596.25,609.05,590.88,603.72
9/5/2016,605.72,607.31,592.46,603.48
9/6/2016,604.98,609.74,601,608.16
9/7/2016,608.93,615.92,604.7,615.16
9/8/2016,614.44,628.98,611.66,625.67
9/9/2016,625.67,627.49,612.93,622.01
9/10/2016,622.01,625,618.67,621.65
9/11/2016,621.65,628.99,594.63,606.32
9/12/2016,604.08,609.15,602,608.04
9/13/2016,606.4,609.61,603.28,607.46
9/14/2016,607.45,610.69,605.98,608.5
9/15/2016,608.5,608.99,602.3,606.71
9/16/2016,606.65,608.99,603.5,605.69
9/17/2016,607.04,607.59,601.1,604.1
9/18/2016,602.93,609.06,601.97,608
9/19/2016,608,609.5,603,608.72
9/20/2016,608.73,608.88,601,601
9/21/2016,600.95,601.01,592.1,595.46
9/22/2016,595.46,596.42,592.5,595.41
9/23/2016,595.42,602.9,593,601.42
9/24/2016,600.47,603.59,597.76,599.33
9/25/2016,600.05,601.99,596,598.98
9/26/2016,598.95,607.27,596.1,606.47
9/27/2016,606.7,608.37,600.02,604.26
9/28/2016,604.26,605.3,601.41,603.95
9/29/2016,603.93,605.99,601,605.6
9/30/2016,605.59,608.39,603.15,608.23
10/1/2016,608.23,614.28,608.23,612.98
10/2/2016,612.98,613,605,608.6
10/3/2016,608.6,612.98,606.6,612.71
10/4/2016,612.84,612.84,604.99,607.19
10/5/2016,607.19,612,605.76,608.49
10/6/2016,608.01,610.5,607.09,610.25
10/7/2016,610.25,616.34,607.52,614.88
10/8/2016,614.88,616.99,612.5,614.34
10/9/2016,614.34,614.98,610,613.06
10/10/2016,612.12,616.47,612.12,616
10/11/2016,616.37,639,614.56,639
10/12/2016,638.3,640,628.76,634.5
10/13/2016,634.5,636,630,634.02
10/14/2016,635.16,639.99,630.45,638.2
10/15/2016,638.2,642,635.25,635.96
10/16/2016,635.26,641.4,635.18,638.97
10/17/2016,638.97,639.99,632.1,636.91
10/18/2016,636.96,637.8,631.52,635.95
10/19/2016,635.95,638.04,624.13,627.98
10/20/2016,627.84,630.22,625,628.89
10/21/2016,628.05,632.36,627.5,629
10/22/2016,628.99,656,628.57,654.52
10/23/2016,654.52,656,647.51,648.74
10/24/2016,648.71,652.25,640,648.6
10/25/2016,649.03,657.58,643,651.97
10/26/2016,651.97,677,651.69,675.11
10/27/2016,674.63,685.89,665.59,684.71
10/28/2016,684.68,687.23,677.05,685.91
10/29/2016,685.91,717.99,684.89,711.13
10/30/2016,711.1,711.78,691.49,697.23
10/31/2016,697.1,706.97,683.6,697.01
11/1/2016,697.04,737,695.38,726.6
11/2/2016,726.6,742,717.32,742
11/3/2016,742,745.19,670.32,685.22
11/4/2016,684.84,707.67,681,702.7
11/5/2016,702.95,707.34,694.71,703.46
11/6/2016,703.33,714.36,697.92,709.93
11/7/2016,709.92,709.92,698.26,702.86
11/8/2016,702.86,712.92,701.02,709.31
11/9/2016,708.17,740.86,705.45,721.5
11/10/2016,721.5,722,707,714.47
11/11/2016,714.48,720.94,712.24,716.39
11/12/2016,716.39,716.39,701,702.28
11/13/2016,701.17,702.89,683.23,700.38
11/14/2016,700.38,705.89,697.14,703.82
11/15/2016,704.98,716.54,703.05,711.06
11/16/2016,711.07,742.87,708.44,739.71
11/17/2016,739.71,749.98,732.22,735.24
11/18/2016,736,752.95,731.31,748.98
11/19/2016,748.98,755.07,742.63,750.75
11/20/2016,750.09,753.82,714,727.09
11/21/2016,727.09,739.2,727.03,736.76
11/22/2016,736.92,750,730.27,749.22
11/23/2016,749.13,749.98,729.92,740.18
11/24/2016,740.18,741.15,729,735.63
11/25/2016,735.63,737.07,728,737.07
11/26/2016,736.96,737.56,722.3,729.91
11/27/2016,729.91,732,722.44,727.32
11/28/2016,727.32,732.44,724.1,729.54
11/29/2016,730.99,733.29,721,730.76
11/30/2016,730.72,744.49,727,742.06
12/1/2016,742.06,754.98,740.18,751.54
12/2/2016,751.55,778.07,750.77,769.99
12/3/2016,770.91,770.99,752.41,760.75
12/4/2016,762.97,762.97,752.41,762
12/5/2016,762,762.09,743,750.24
12/6/2016,749.51,759.9,747.99,758.98
12/7/2016,758.97,769.61,751.78,763.99
12/8/2016,764.05,772.01,762.29,766.84
12/9/2016,766.84,773.99,766.29,769.57
12/10/2016,769.57,774.12,768.11,772.28
12/11/2016,772.28,772.28,764.01,768.97
12/12/2016,768.97,779,768.96,776.9
12/13/2016,777,793.27,765.1,775.35
12/14/2016,775.75,781,770.74,777.09
12/15/2016,777.03,779.08,771,775.89
12/16/2016,776.3,782.46,771.24,781.32
12/17/2016,781.32,790.88,780.36,788.52
12/18/2016,788.3,790.99,780,788.67
12/19/2016,788.34,794.39,787.01,791
12/20/2016,791.03,803,787.1,798.61
12/21/2016,798.65,834.97,796.82,832.75
12/22/2016,832.02,875,827.29,859.96
12/23/2016,858.94,920,858.93,914
12/24/2016,914.48,918.5,878.89,892.61
12/25/2016,892.61,894.97,859,890.67
12/26/2016,890.65,905.18,888,897.1
12/27/2016,897.82,936.42,891,930.34
12/28/2016,930.34,976.48,929.49,976.46
12/29/2016,976.47,980.74,950,969.58
12/30/2016,969.99,970,931,959.54
12/31/2016,959.54,966.37,944.11,966.3
1/1/2017,966.34,1005,960.53,997.75
1/2/2017,997.75,1032,990.01,1012.54
1/3/2017,1011.44,1039,999.99,1035.24
1/4/2017,1035.51,1139.89,1028.56,1114.92
1/5/2017,1114.38,1136.72,885.41,1004.74
1/6/2017,1004.73,1026.99,871,893.89
1/7/2017,894.02,907.05,812.28,906.2
1/8/2017,906.2,941.81,881.3,909.75
1/9/2017,909.8,912.87,875,896.23
1/10/2017,896.09,912.47,889.41,905.05
1/11/2017,905.24,918.4,755,778.62
1/12/2017,778.7,832.99,751.34,807.47
1/13/2017,807.51,831.4,775,825.86
1/14/2017,825.98,837.76,810,818.27
1/15/2017,819.52,823.45,808,821.86
1/16/2017,821.86,835,818.09,831.81
1/17/2017,831.76,908.5,827,905.99
1/18/2017,905.95,915.99,851.74,887.7
1/19/2017,887.69,910,878.89,901.01
1/20/2017,902.23,902.43,880,895.8
1/21/2017,895.81,928,895,921.98
1/22/2017,921.98,937.74,886.76,923.76
1/23/2017,923.75,927.57,913.21,913.52
1/24/2017,913.15,923,881.48,885.47
1/25/2017,885.47,904.01,884.5,893.43
1/26/2017,893.25,919.49,892.86,914.83
1/27/2017,914.95,924.88,908.01,918.02
1/28/2017,918.02,920.99,913.08,918.6
1/29/2017,918.6,919.99,910.45,912.01
1/30/2017,913.12,923,910,919.99
1/31/2017,919.99,970,917.5,963.99
2/1/2017,963.99,986.96,962,983.67
2/2/2017,983.79,1011.65,973.12,1009.17
2/3/2017,1009.15,1022.64,987.01,1016.99
2/4/2017,1015.06,1044.23,1004,1033.18
2/5/2017,1033.72,1034.6,1004.7,1011.07
2/6/2017,1010.03,1031.94,1005.1,1023.99
2/7/2017,1024,1056.25,1021.3,1052.48
2/8/2017,1052.48,1070,1025,1050.4
2/9/2017,1051.73,1074.69,913.73,986
2/10/2017,985.71,1010.68,950,996.08
2/11/2017,995.49,1020,987.62,1012.4
2/12/2017,1011.01,1011.97,991.98,1000.73
2/13/2017,1000.73,1007.89,975.1,1000.79
2/14/2017,1000.74,1019,987.97,1008.88
2/15/2017,1008.88,1013.8,1000.97,1011.53
2/16/2017,1011.53,1043.21,1010.75,1032.7
2/17/2017,1032.91,1064.99,1031.98,1055.46
2/18/2017,1055.75,1068.99,1046.14,1056.4
2/19/2017,1056.4,1061.9,1039.07,1051.8
2/20/2017,1051.8,1089.99,1044.39,1084
2/21/2017,1084,1126.86,1077,1124.62
2/22/2017,1124.83,1143,1098.16,1130.01
2/23/2017,1130.02,1193.92,1120.73,1188.11
2/24/2017,1183.53,1220,1091.1,1180.14
2/25/2017,1180.05,1184.73,1127,1152.2
2/26/2017,1152.11,1184.97,1133,1179.05
2/27/2017,1180.46,1197.99,1169,1194.64
2/28/2017,1194.64,1209.99,1176.27,1191.21
3/1/2017,1191.16,1231,1188.3,1226.39
3/2/2017,1228,1283.25,1215,1257.04
3/3/2017,1257.6,1298,1255,1285.33
3/4/2017,1287.38,1289.55,1230,1260
3/5/2017,1260,1275,1240,1273
3/6/2017,1269.98,1285,1251,1278.49
3/7/2017,1278.49,1281.62,1175.97,1233.05
3/8/2017,1233.86,1245.49,1145.5,1150.05
3/9/2017,1149.34,1208,1135.01,1190.89
3/10/2017,1190.99,1350,975,1116.97
3/11/2017,1111.55,1198,1106.51,1176.55
3/12/2017,1176.58,1241.85,1170.9,1226.62
3/13/2017,1226.42,1249.02,1215.43,1242.46
3/14/2017,1242.46,1260,1226.5,1245.86
3/15/2017,1245.82,1260,1238.32,1257.32
3/16/2017,1258.75,1258.96,1130,1172.62
3/17/2017,1172,1173.23,1063,1071.02
3/18/2017,1068.16,1099,944.36,969.4
3/19/2017,969.4,1063.7,969.4,1017.97
3/20/2017,1012.88,1052.99,1010.01,1035.96
3/21/2017,1036.23,1117.9,1034.92,1114.39
3/22/2017,1114.39,1114.39,988,1037.56
3/23/2017,1037.6,1054.4,1010.69,1029.65
3/24/2017,1030.84,1032,920,929.06
3/25/2017,928.1,963.36,891.33,956.02
3/26/2017,956.02,997,937.52,960
3/27/2017,959.08,1043,952.95,1039.92
3/28/2017,1039.09,1068.26,1014.9,1043.99
3/29/2017,1042.83,1059.43,1008.16,1035.96
3/30/2017,1037.29,1050.17,1017.14,1033.7
3/31/2017,1033.79,1081,1031.43,1070.31
4/1/2017,1071.34,1097,1061.64,1083.94
4/2/2017,1083.95,1100,1066.49,1078.01
4/3/2017,1076.59,1152,1076.19,1144.77
4/4/2017,1146.42,1162.93,1118.85,1143
4/5/2017,1143,1145,1111,1134.58
4/6/2017,1134.86,1201.37,1134.36,1190.85
4/7/2017,1190.72,1202,1176,1190.66
4/8/2017,1190.66,1197.3,1166.66,1184.03
4/9/2017,1184.05,1216.87,1173.98,1206.2
4/10/2017,1205.2,1219.71,1195,1209.25
4/11/2017,1209.99,1229,1198.02,1218.99
4/12/2017,1218.99,1224.57,1208,1212.17
4/13/2017,1212.16,1219.45,1141,1172.91
4/14/2017,1172.56,1193,1142,1170.34
4/15/2017,1169.53,1192.5,1165,1173.45
4/16/2017,1171,1179.3,1150,1162.31
4/17/2017,1162.31,1192.5,1161,1176.54
